Original Repo ID,Average Fork Lifespan (days),Fork Count,Forks >= 10,Contributions >= 10,Contributions < 10,Developers,Common Contributions,Forks - Contributions >= 10 - Developers,PR Count,PR Commits Count,Stars >= 10 PRs Count,Stars >= 10 and Unique Commits PRs Count,Stars >= 10 PRs Commits Count,Stars >= 10 and Unique Commits PRs Commits Count,Accepted PR avg lifetime per origin,Stars >= 10 and Unique Commits PR Accepted PR avg lifetime per origin,Forks Unique Commits Count + PR Commits Count,Fork's unique commits,Fork's commits from PR over all unique commits proportion
sbarex/SourceCodeSyntaxHighlight,0,87,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
cmu-db/bustub,1212.28,1938,1,1,0,1,1,0,348,1031,5,5,9,9,9.53,9.53,1050,19,32.14%
baidu/lac,0,596,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
f3d-app/f3d,0,357,0,0,0,0,0,0,74,645,0,0,0,0,,,645,0,#DIV/0!
facebookresearch/StarSpace,0,536,0,0,0,0,0,0,79,239,0,0,0,0,,,239,0,#DIV/0!
markparticle/WebServer,1647.84,698,1,0,0,1,0,0,26,75,0,0,0,0,,,76,1,0.00%
LUX-Core/lux,0,94,0,0,0,0,0,0,9,42,0,0,0,0,,,42,0,#DIV/0!
google/oboe,0,624,0,0,0,0,0,0,841,2033,0,0,0,0,,,2033,0,#DIV/0!
ricochet-im/ricochet,2860.13,392,2,1,0,2,1,0,4,9,4,4,9,9,12.31,12.31,879,870,1.02%
JonathanSalwan/Triton,0,580,0,0,0,0,0,0,24,149,0,0,0,0,,,149,0,#DIV/0!
PancakeTAS/lsfg-vk,0,81,0,0,0,0,0,0,15,182,0,0,0,0,,,182,0,#DIV/0!
ZachL1/Bilibili-plus,1198.43,992,2,0,0,1,0,1,0,0,0,0,0,0,,,2,2,0.00%
CloudCompare/CloudCompare,1726.33,1139,1,0,0,1,0,0,539,1444,0,0,0,0,,,1476,32,0.00%
x64dbg/ScyllaHide,636.42,474,2,1,0,2,1,0,5,24,1,1,19,19,,,45,21,47.50%
amzeratul/halley,0,177,0,0,0,0,0,0,30,77,0,0,0,0,,,77,0,#DIV/0!
nefarius/ViGEmBus,0,369,0,0,0,0,0,0,8,56,0,0,0,0,,,56,0,#DIV/0!
km1994/nlp_paper_study,0,636,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
mhogomchungu/media-downloader,0,271,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
TixiaoShan/LIO-SAM,1017.51,1377,7,1,0,7,1,0,2,8,1,1,4,4,,,70,62,6.06%
PowerDNS/pdns,3246.74,975,2,2,0,2,2,0,301,1153,180,180,849,849,4.33,4.33,1491,338,71.52%
BVLC/caffe,2586.6,13911,67,39,0,67,39,0,480,2547,434,434,2069,2069,16.48,16.48,9874,7327,22.02%
FLIF-hub/FLIF,0,235,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
pqrs-org/Karabiner-archived,4472.32,305,1,1,0,1,1,0,1,2,1,1,2,2,0.09,0.09,80,78,2.50%
microsoft/verona,0,171,0,0,0,0,0,0,144,635,0,0,0,0,,,635,0,#DIV/0!
Motion-Project/motion,0,546,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
OneLoneCoder/olcPixelGameEngine,0,917,0,0,0,0,0,0,26,130,0,0,0,0,,,130,0,#DIV/0!
HKUST-Aerial-Robotics/VINS-Fusion,1021,1384,6,0,0,6,0,0,0,0,0,0,0,0,,,203,203,0.00%
oclint/oclint,942.09,515,1,0,0,1,0,0,0,0,0,0,0,0,,,25,25,0.00%
dpilger26/NumCpp,0,606,0,0,0,0,0,0,17,186,0,0,0,0,,,186,0,#DIV/0!
DS-Homebrew/TWiLightMenu,0,214,0,0,0,0,0,0,9,62,0,0,0,0,,,62,0,#DIV/0!
hanickadot/compile-time-regular-expressions,0,237,0,0,0,0,0,0,11,85,0,0,0,0,,,85,0,#DIV/0!
facebookarchive/scribe,3035.04,725,2,0,0,2,0,0,0,0,0,0,0,0,,,306,306,0.00%
flutter/engine,1481.8,5885,3,2,0,3,2,0,2126,3407,51,51,286,286,11.16,11.16,3730,323,46.96%
oceanbase/miniob,491.47,1526,1,0,0,1,0,0,14,61,0,0,0,0,,,113,52,0.00%
ketoo/NoahGameFrame,0,1117,0,0,0,0,0,0,133,968,0,0,0,0,,,968,0,#DIV/0!
visualboyadvance-m/visualboyadvance-m,0,353,0,0,0,0,0,0,241,467,0,0,0,0,,,467,0,#DIV/0!
microsoft/SEAL,1257.2,730,1,0,0,1,0,0,3,2,0,0,0,0,,,8,6,0.00%
NerdLang/nerd,0,136,0,0,0,0,0,0,5,34,0,0,0,0,,,34,0,#DIV/0!
univrsal/input-overlay,0,289,0,0,0,0,0,0,3,31,0,0,0,0,,,31,0,#DIV/0!
hzeller/rpi-rgb-led-matrix,3728.32,1239,3,0,0,3,0,0,3,3,0,0,0,0,,,35,32,0.00%
LibreVR/Revive,0,337,0,0,0,0,0,0,6,9,0,0,0,0,,,9,0,#DIV/0!
huaxz1986/cplusplus-_Implementation_Of_Introduction_to_Algorithms,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
lewissbaker/cppcoro,1956.22,444,2,2,0,2,2,0,30,250,11,11,80,80,1.85,1.85,605,355,18.39%
me-no-dev/ESPAsyncWebServer,1340.83,1076,8,2,0,8,2,0,10,67,2,2,31,31,1608.97,1608.97,706,639,4.63%
google/angle,749.91,646,1,0,0,1,0,0,0,0,0,0,0,0,,,32,32,0.00%
CalcProgrammer1/OpenRGB,0,274,0,0,0,0,0,0,2,39,0,0,0,0,,,39,0,#DIV/0!
RawTherapee/RawTherapee,0,374,0,0,0,0,0,0,659,4108,0,0,0,0,,,4108,0,#DIV/0!
hku-mars/FAST_LIO,871.88,1020,10,2,0,10,2,0,4,32,4,4,32,32,6.11,6.11,151,119,21.19%
yue/yue,0,167,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
nem0/LumixEngine,0,463,0,0,0,0,0,0,198,1532,0,0,0,0,,,1532,0,#DIV/0!
tdlib/telegram-bot-api,1483.47,745,2,1,0,2,1,0,2,30,2,2,30,30,,,307,277,9.77%
PurpleI2P/i2pd,0,466,0,0,0,0,0,0,185,2998,0,0,0,0,,,2998,0,#DIV/0!
google/fuzzing,0,447,0,0,0,0,0,0,21,65,0,0,0,0,,,65,0,#DIV/0!
audiorouterdev/audio-router,3321.12,395,1,0,0,1,0,0,0,0,0,0,0,0,,,17,17,0.00%
Maplespe/ExplorerBlurMica,327.06,171,1,0,0,1,0,0,0,0,0,0,0,0,,,14,14,0.00%
mapnik/mapnik,4650.75,815,1,1,0,1,1,0,461,2170,182,182,331,331,12.05,12.05,3544,1374,19.41%
google/fully-homomorphic-encryption,0,307,0,0,0,0,0,0,50,21,0,0,0,0,,,21,0,#DIV/0!
newsboat/newsboat,0,237,0,0,0,0,0,0,1063,1929,0,0,0,0,,,1929,0,#DIV/0!
giuspen/cherrytree,0,496,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
wang-bin/QtAV,0,1540,0,0,0,0,0,0,18,119,0,0,0,0,,,119,0,#DIV/0!
throneproj/Throne,523.69,185,1,1,0,1,1,0,76,229,37,37,77,77,1.84,1.84,273,44,63.64%
tindy2013/stairspeedtest-reborn,0,663,0,0,0,0,0,0,23,115,0,0,0,0,,,115,0,#DIV/0!
1technophile/OpenMQTTGateway,1638.64,841,2,0,0,2,0,0,735,1408,0,0,0,0,,,1490,82,0.00%
cycfi/elements,0,300,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
abumq/easyloggingpp,0,942,0,0,0,0,0,0,62,347,0,0,0,0,,,347,0,#DIV/0!
uxlfoundation/oneDNN,2054.82,1013,3,2,0,3,2,0,1769,4663,33,33,213,213,14.83,14.83,10565,5902,3.48%
xtensor-stack/xtensor,0,452,0,0,0,0,0,0,4,7,0,0,0,0,,,7,0,#DIV/0!
mikke89/RmlUi,0,432,0,0,0,0,0,0,10,94,0,0,0,0,,,94,0,#DIV/0!
openxla/xla,0,697,0,0,0,0,0,0,32815,26540,0,0,0,0,,,26540,0,#DIV/0!
google/nsjail,2811.85,312,1,1,0,1,1,0,2,3,1,1,1,1,0.01,0.01,33,30,3.23%
callmePicacho/Data-Structres,0,516,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
laverdet/node-fibers,0,220,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
facebookincubator/velox,1305.03,1214,1,1,0,1,1,0,505,755,45,45,153,153,,,10021,9266,1.62%
farbrausch/fr_public,4235.39,363,1,0,0,1,0,0,0,0,0,0,0,0,,,13,13,0.00%
FrictionalGames/AmnesiaTheDarkDescent,1726.73,349,3,0,0,3,0,0,0,0,0,0,0,0,,,809,809,0.00%
EsotericSoftware/spine-runtimes,0,2985,0,0,0,0,0,0,51,387,0,0,0,0,,,387,0,#DIV/0!
mausimus/ShaderGlass,0,93,0,0,0,0,0,0,11,61,0,0,0,0,,,61,0,#DIV/0!
memgraph/memgraph,0,192,0,0,0,0,0,0,2408,17381,0,0,0,0,,,17381,0,#DIV/0!
solvespace/solvespace,2239.17,529,3,2,0,3,2,0,69,195,51,51,167,167,26.12,26.12,419,224,42.71%
cdcseacave/openMVS,1840.8,836,2,0,0,2,0,0,32,183,0,0,0,0,,,274,91,0.00%
tinyobjloader/tinyobjloader,0,628,0,0,0,0,0,0,15,71,0,0,0,0,,,71,0,#DIV/0!
hyperion-project/hyperion.ng,0,394,0,0,0,0,0,0,68,70,0,0,0,0,,,70,0,#DIV/0!
KhronosGroup/Vulkan-Hpp,0,383,0,0,0,0,0,0,176,174,0,0,0,0,,,174,0,#DIV/0!
dcajasn/Riskfolio-Lib,494.54,593,1,1,0,0,0,0,4,26,1,0,5,0,0.45,,26,0,#DIV/0!
raboof/nethogs,0,291,0,0,0,0,0,0,14,28,0,0,0,0,,,28,0,#DIV/0!
spring/spring,0,907,0,0,0,0,0,0,22,220,0,0,0,0,,,220,0,#DIV/0!
google/zopfli,3639.77,332,2,1,0,2,1,0,6,13,6,6,13,13,57.46,57.46,1251,1238,1.04%
TokisanGames/Terrain3D,0,215,0,0,0,0,0,0,154,434,0,0,0,0,,,434,0,#DIV/0!
knolleary/pubsubclient,2596.83,1318,5,3,0,5,3,0,6,68,5,5,67,67,,,540,472,12.43%
kuzudb/kuzu,58.16,339,1,0,0,1,0,0,3789,10317,0,0,0,0,,,10318,1,0.00%
pavel-odintsov/fastnetmon,3610.71,565,1,0,0,1,0,0,42,44,0,0,0,0,,,1786,1742,0.00%
ggerganov/imtui,0,150,0,0,0,0,0,0,6,22,0,0,0,0,,,22,0,#DIV/0!
ckb-next/ckb-next,0,307,0,0,0,0,0,0,50,214,0,0,0,0,,,214,0,#DIV/0!
nmslib/nmslib,0,463,0,0,0,0,0,0,10,104,0,0,0,0,,,104,0,#DIV/0!
rttrorg/rttr,0,0,0,0,0,0,0,0,2,8,0,0,0,0,,,8,0,#DIV/0!
Overv/VulkanTutorial,1544.62,548,2,1,0,1,1,1,2,31,2,2,31,31,,,35,4,88.57%
blynkkk/blynk-library,0,1404,0,0,0,0,0,0,2,34,0,0,0,0,,,34,0,#DIV/0!
BehaviorTree/BehaviorTree.CPP,0,800,0,0,0,0,0,0,45,249,0,0,0,0,,,249,0,#DIV/0!
unum-cloud/USearch,0,239,0,0,0,0,0,0,183,1356,0,0,0,0,,,1356,0,#DIV/0!
robbert-vdh/yabridge,0,84,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
google/robotstxt,0,297,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
Warzone2100/warzone2100,0,587,0,0,0,0,0,0,165,1661,0,0,0,0,,,1661,0,#DIV/0!
Qihoo360/evpp,0,954,0,0,0,0,0,0,4,44,0,0,0,0,,,44,0,#DIV/0!
CedricGuillemet/ImGuizmo,1823.07,894,1,0,0,1,0,0,7,22,0,0,0,0,,,23,1,0.00%
f4exb/sdrangel,0,487,0,0,0,0,0,0,9,93,0,0,0,0,,,93,0,#DIV/0!
google/lmctfy,92.14,247,1,0,0,0,0,1,1,1,0,0,0,0,,,1,0,#DIV/0!
balloonwj/flamingo,0,1460,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
srsran/srsRAN_4G,2295.34,1169,5,5,0,5,5,0,43,509,11,11,41,41,9.9,9.9,678,169,19.52%
hasherezade/pe-sieve,0,473,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
MisterTea/EternalTerminal,0,198,0,0,0,0,0,0,141,507,0,0,0,0,,,507,0,#DIV/0!
google/cdc-file-transfer,0,125,0,0,0,0,0,0,62,110,0,0,0,0,,,110,0,#DIV/0!
zzanehip/The-OldOS-Project,0,209,0,0,0,0,0,0,1,7,0,0,0,0,,,7,0,#DIV/0!
openthread/openthread,2069.63,1105,2,1,0,2,1,0,389,770,157,157,497,497,4.95,4.95,962,192,72.13%
ThisisGame/cpp-game-engine-book,0,421,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
ctubio/Krypto-trading-bot,0,860,0,0,0,0,0,0,1,30,0,0,0,0,,,30,0,#DIV/0!
pond3r/ggpo,1688.93,355,4,1,0,4,1,0,7,53,1,1,30,30,,,302,249,10.75%
tensorflow/minigo,0,594,0,0,0,0,0,0,17,75,0,0,0,0,,,75,0,#DIV/0!
bambulab/BambuStudio,0,523,0,0,1,0,0,0,252,2688,0,0,0,0,34.5,,2688,0,#DIV/0!
alibaba/GraphScope,0,495,0,0,0,0,0,0,261,961,0,0,0,0,,,961,0,#DIV/0!
fireice-uk/xmr-stak,2585.45,1672,4,2,0,4,2,0,490,1026,378,378,493,493,2.39,2.39,1209,183,72.93%
RobotLocomotion/drake,2983.89,1264,3,3,0,3,3,0,1700,4154,1401,1401,3777,3777,4.16,4.16,7199,3045,55.36%
KDE/kdeconnect-kde,1758.12,235,1,0,0,0,0,1,1,5,0,0,0,0,,,5,0,#DIV/0!
microsoft/GW-BASIC,1843.35,510,3,0,0,2,0,1,0,0,0,0,0,0,,,213,213,0.00%
hasherezade/pe-bear,0,222,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
appjs/appjs,4256.28,379,1,0,0,0,0,1,1,30,0,0,0,0,,,30,0,#DIV/0!
pgmodeler/pgmodeler,0,410,0,0,0,0,0,0,2,4,0,0,0,0,,,4,0,#DIV/0!
yandex/perforator,0,150,0,0,0,0,0,0,3,8,0,0,0,0,,,8,0,#DIV/0!
ton-blockchain/ton,1326.23,1311,5,5,0,5,5,0,265,1442,31,31,134,134,49.55,49.55,2122,680,16.46%
gqrx-sdr/gqrx,3177.96,569,3,2,0,3,2,0,140,298,53,53,151,151,51.35,51.35,2330,2032,6.92%
domoticz/domoticz,0,1163,0,0,0,0,0,0,283,1789,0,0,0,0,,,1789,0,#DIV/0!
laserpants/qt-material-widgets,2300.38,738,1,1,0,1,1,0,1,30,1,1,30,30,,,76,46,39.47%
kungfu-origin/kungfu,0,1173,0,0,0,0,0,0,49,49,0,0,0,0,,,49,0,#DIV/0!
mmp/pbrt-v4,677.07,564,1,0,0,1,0,0,9,47,0,0,0,0,,,53,6,0.00%
TASEmulators/desmume,1818.52,479,4,2,0,4,2,0,5,32,3,3,30,30,,,286,254,10.56%
nanocurrency/nano-node,1130.26,743,4,2,0,2,2,2,438,1725,17,17,58,58,8.66,8.66,10066,8341,0.69%
helio-fm/helio-sequencer,0,126,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
Zylann/godot_voxel,0,288,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
ethereum/aleth,3611.48,1779,2,2,0,2,2,0,1198,4205,15,15,77,77,0.8,0.8,4613,408,15.88%
pytorch/ELF,0,587,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
LibreOffice/core,0,759,0,0,0,0,0,0,10,300,0,0,0,0,,,300,0,#DIV/0!
strawberrymusicplayer/strawberry,0,259,0,0,0,0,0,0,127,474,0,0,0,0,,,474,0,#DIV/0!
isledecomp/isle,480.4,161,2,1,0,2,1,0,18,77,6,6,32,32,1.28,1.28,239,162,16.49%
paceholder/nodeeditor,1931.03,881,3,3,0,3,3,0,76,232,55,55,140,140,17.52,17.52,382,150,48.28%
mpromonet/webrtc-streamer,0,643,0,0,0,0,0,0,22,106,0,0,0,0,,,106,0,#DIV/0!
tildearrow/furnace,412.56,273,2,1,0,2,1,0,203,1102,28,28,250,250,5.02,5.02,3537,2435,9.31%
AntiMicroX/antimicrox,0,207,0,0,0,0,0,0,339,848,0,0,0,0,,,848,0,#DIV/0!
introlab/rtabmap,0,874,0,0,0,0,0,0,72,480,0,0,0,0,,,480,0,#DIV/0!
mortennobel/cpp-cheatsheet,0,749,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
dendibakh/perf-ninja,0,331,0,0,0,0,0,0,48,164,0,0,0,0,,,164,0,#DIV/0!
clab/dynet,3666.8,684,1,1,0,1,1,0,257,736,3,3,33,33,14.16,14.16,1145,409,7.47%
cyberbotics/webots,1018.6,1859,3,1,0,2,1,1,4346,24951,3,3,90,90,,,27474,2523,3.44%
letscontrolit/ESPEasy,3015.67,600,2,2,0,2,2,0,1145,5006,1039,1039,4687,4687,7.5,7.5,6752,1746,72.86%
jmoon018/PacVim,0,197,0,0,0,0,0,0,1,6,0,0,0,0,,,6,0,#DIV/0!
NVIDIAGameWorks/PhysX,1354.87,804,2,1,0,2,1,0,3,4,1,1,2,2,,,37,33,5.71%
armory3d/armory,0,336,0,0,0,0,0,0,6,72,0,0,0,0,,,72,0,#DIV/0!
libjxl/libjxl,0,317,0,0,0,0,0,0,264,315,0,0,0,0,,,315,0,#DIV/0!
jwise/HoRNDIS,718.95,348,2,0,0,2,0,0,5,62,0,0,0,0,,,68,6,0.00%
hku-mars/FAST-LIVO2,246.37,523,6,3,0,6,3,0,3,44,3,3,44,44,,,157,113,28.03%
citizenfx/fivem,283.66,2485,2,2,0,2,2,0,38,198,29,29,62,62,32.42,32.42,234,36,63.27%
homenc/HElib,1170.45,744,2,1,0,2,1,0,12,55,7,7,9,9,5.36,5.36,65,10,47.37%
cztomczak/cefpython,1824.05,476,1,1,0,1,1,0,5,43,1,1,5,5,,,58,15,25.00%
tpoechtrager/osxcross,0,337,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
sharkdp/dbg-macro,0,306,0,0,0,0,0,0,32,77,0,0,0,0,,,77,0,#DIV/0!
directvt/vtm,1717.8,75,1,1,0,1,1,0,170,1260,1,1,1,1,0,0,1307,47,2.08%
zjhellofss/KuiperInfer,0,349,0,0,0,0,0,0,7,13,0,0,0,0,,,13,0,#DIV/0!
stellar/stellar-core,2397.09,1105,5,3,0,4,3,1,1072,3542,951,951,3214,3214,5.91,5.91,4556,1014,76.02%
verilator/verilator,1968.53,698,3,1,0,2,1,1,755,3171,669,669,2882,2882,5.96,5.96,6300,3129,47.95%
asb2m10/dexed,2398.73,260,2,2,0,2,2,0,17,139,2,2,60,60,0.3,0.3,309,170,26.09%
wjakob/nanobind,0,312,0,0,0,0,0,0,46,130,0,0,0,0,,,130,0,#DIV/0!
taylorconor/tinytetris,0,642,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
snort3/snort3,0,634,0,0,0,0,0,0,1,29,0,0,0,0,,,29,0,#DIV/0!
onnx/onnx-tensorrt,0,544,0,0,0,0,0,0,18,115,0,0,0,0,,,115,0,#DIV/0!
facebookarchive/beringei,0,301,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
ReactiveX/RxCpp,0,435,0,0,0,0,0,0,7,26,0,0,0,0,,,26,0,#DIV/0!
facebook/igl,884.43,196,1,1,0,1,1,0,54,93,1,1,30,30,,,1187,1094,2.67%
kth-competitive-programming/kactl,2596.06,872,2,0,0,1,0,1,1,1,0,0,0,0,,,4,3,0.00%
protocolbuffers/protobuf,2042.06,16030,3,1,0,2,1,1,11779,13020,1,1,28,28,,,13183,163,14.66%
huxingyi/dust3d,0,235,0,0,0,0,0,0,10,34,0,0,0,0,,,34,0,#DIV/0!
mortbopet/Ripes,0,320,0,0,0,0,0,0,18,91,0,0,0,0,,,91,0,#DIV/0!
intel/pcm,0,513,0,0,0,0,0,0,404,2036,0,0,0,0,,,2036,0,#DIV/0!
WrBug/dumpDex,0,618,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
ihhub/fheroes2,1876.11,437,1,1,0,1,1,0,2721,7421,11,11,94,94,22.07,22.07,7572,151,38.37%
githubhaohao/NDK_OpenGLES_3_0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
openjdk/jfx,0,555,0,0,0,0,0,0,2,33,0,0,0,0,,,33,0,#DIV/0!
nihui/opencv-mobile,0,430,0,0,0,0,0,0,72,422,0,0,0,0,,,422,0,#DIV/0!
Croteam-official/Serious-Engine,2627.44,323,5,3,0,4,3,1,12,41,12,12,41,41,0.59,0.59,2102,2061,1.95%
lynckia/licode,0,991,0,0,0,0,0,0,172,230,0,0,0,0,,,230,0,#DIV/0!
Tencent/Tendis,0,339,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
greg7mdp/parallel-hashmap,0,298,0,0,0,0,0,0,18,29,0,0,0,0,,,29,0,#DIV/0!
ChaiScript/ChaiScript,4832.1,398,1,1,0,0,0,0,43,412,1,0,11,0,0,,412,0,#DIV/0!
ndeadly/MissionControl,0,147,0,0,0,0,0,0,1,4,0,0,0,0,,,4,0,#DIV/0!
AcademySoftwareFoundation/openvdb,3850.31,680,2,1,0,2,1,0,243,799,178,178,407,407,12.48,12.48,1114,315,56.37%
tiann/FreeReflection,0,575,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
alexkay/spek,3116.46,256,1,1,0,1,1,0,4,3,1,1,1,1,,,38,35,2.78%
aksnzhy/xlearn,0,516,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
vaibhavpandeyvpz/apkstudio,2805.11,564,1,1,0,1,1,0,12,75,2,2,31,31,0,0,78,3,91.18%
fibjs/fibjs,0,341,0,0,0,0,0,0,111,312,0,0,0,0,,,312,0,#DIV/0!
facebook/wangle,0,557,0,0,0,0,0,0,7,7,0,0,0,0,,,7,0,#DIV/0!
pmq20/node-packer,3067.59,199,1,0,0,0,0,1,30,107,0,0,0,0,,,107,0,#DIV/0!
randombit/botan,3539.15,617,1,1,0,1,1,0,2547,5091,436,436,979,979,12.42,12.42,5719,628,60.92%
bloomberg/blazingmq,0,164,0,0,0,0,0,0,204,549,0,0,0,0,,,549,0,#DIV/0!
NASA-SW-VnV/ikos,0,266,0,0,0,0,0,0,3,5,0,0,0,0,,,5,0,#DIV/0!
ARM-software/ComputeLibrary,2084.55,789,1,0,0,1,0,0,46,46,0,0,0,0,,,62,16,0.00%
Anttwo/SuGaR,0,259,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
electron/electron,1651.15,17526,6,1,0,5,1,1,21192,54118,17,17,24,24,8.6,8.6,56115,1997,1.19%
HKUST-Aerial-Robotics/Fast-Planner,1491.8,703,4,1,0,3,1,1,1,5,1,1,5,5,,,107,102,4.67%
es3n1n/defendnot,0,273,0,0,0,0,0,0,22,37,0,0,0,0,,,37,0,#DIV/0!
Kurento/kurento-media-server,0,684,0,0,0,0,0,0,4,7,0,0,0,0,,,7,0,#DIV/0!
mit-biomimetics/Cheetah-Software,1274.61,982,1,0,0,1,0,0,0,0,0,0,0,0,,,5,5,0.00%
guillaumechereau/goxel,638.82,292,1,1,0,1,1,0,4,60,4,4,60,60,,,313,253,19.17%
mkleehammer/pyodbc,0,584,0,0,0,0,0,0,4,17,0,0,0,0,,,17,0,#DIV/0!
snes9xgit/snes9x,3874.69,406,3,2,0,2,2,1,17,202,14,14,113,113,31.11,31.11,946,744,13.19%
microsoft/service-fabric,0,403,0,0,0,0,0,0,63,186,0,0,0,0,,,186,0,#DIV/0!
heavyai/heavydb,0,457,0,0,0,0,0,0,119,881,0,0,0,0,,,881,0,#DIV/0!
microsoft/proxy,0,211,0,0,0,0,0,0,24,88,0,0,0,0,,,88,0,#DIV/0!
argman/EAST,1830.07,1016,2,0,0,1,0,1,10,10,0,0,0,0,,,15,5,0.00%
shogun-toolbox/shogun,0,1027,0,0,0,0,0,0,37,198,0,0,0,0,,,198,0,#DIV/0!
xoseperez/espurna,2275.83,626,1,1,0,1,1,0,66,341,7,7,14,14,1.44,1.44,373,32,30.43%
Almamu/linux-wallpaperengine,0,103,0,0,0,0,0,0,7,119,0,0,0,0,,,119,0,#DIV/0!
PixarAnimationStudios/OpenSubdiv,0,585,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
seladb/PcapPlusPlus,0,722,0,0,0,0,0,0,377,1448,0,0,0,0,,,1448,0,#DIV/0!
CtripMobile/DynamicAPK,0,862,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
NVIDIAGameWorks/Falcor,228.75,552,1,0,0,1,0,0,58,492,0,0,0,0,,,698,206,0.00%
ShujiaHuang/Cpp-Primer-Plus-6th,637.31,575,1,0,0,1,0,0,0,0,0,0,0,0,,,17,17,0.00%
tomahawk-player/tomahawk,0,374,0,0,0,0,0,0,73,627,0,0,0,0,,,627,0,#DIV/0!
derceg/explorerplusplus,0,402,0,0,0,0,0,0,25,303,0,0,0,0,,,303,0,#DIV/0!
ksnip/ksnip,0,204,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
Kitware/VTK,0,1212,0,0,0,0,0,0,1,26,0,0,0,0,,,26,0,#DIV/0!
root-project/root,0,1340,0,0,0,0,0,0,108,416,0,0,0,0,,,416,0,#DIV/0!
llvm-mirror/clang,3022.26,1483,12,2,0,11,2,1,5,130,2,2,60,60,,,4092,3962,1.49%
Genivia/ugrep,0,128,0,0,0,0,0,0,7,7,0,0,0,0,,,7,0,#DIV/0!
ANYbotics/grid_map,1368.64,779,2,1,0,2,1,0,117,490,1,1,7,7,,,529,39,15.22%
gflags/gflags,0,853,0,0,0,0,0,0,20,40,0,0,0,0,,,40,0,#DIV/0!
godotengine/godot,1774.29,23823,41,23,0,37,23,4,8154,10373,7931,7931,8928,8928,29.37,29.37,81625,71252,11.13%
facebook/react-native,771.4,25063,30,9,1,12,9,18,1940,4659,275,275,781,781,9.26,9.26,22643,17984,4.16%
bitcoin/bitcoin,2893.17,31685,98,51,0,87,50,10,10407,25175,10300,10298,24682,24680,28.52,28.5,226926,201751,10.90%
opencv/opencv,2470.56,56050,19,9,0,13,9,6,3526,10608,3440,3440,10101,10101,3.22,3.22,13891,3283,75.47%
tensorflow/tensorflow,1930.54,89889,40,17,0,35,15,3,44356,50526,2221,2217,6269,6263,21.91,21.78,68369,17843,25.98%
nextcloud/desktop,0,903,0,0,0,0,0,0,3771,10016,0,0,0,0,,,10016,0,#DIV/0!
microsoft/DirectXShaderCompiler,2114.3,700,3,3,0,3,3,0,187,514,62,62,132,132,5.97,5.97,967,453,22.56%
iree-org/iree,1391.12,805,1,1,0,1,1,0,4991,11059,8,8,182,182,5.22,5.22,25750,14691,1.22%
epasveer/seer,0,110,0,0,0,0,0,0,105,315,0,0,0,0,,,315,0,#DIV/0!
abcz316/SKRoot-linuxKernelRoot,618.17,821,1,1,0,1,1,0,1,3,1,1,3,3,,,27,24,11.11%
